TRADFJJ128F934857E,Rancid,LA River (Acoustic),Rock|Punk,2|0.943000103133,0|0.025221374788,8|0.00443408382921,12|0.00310043340753,14|0.0027910766501,21|0.00254071230012,23|0.0021964052898,1|0.0018585132768,16|0.00156536679341,18|0.00134784656316,9|0.00123663850196,5|0.001166757297,4|0.00111608766747,17|0.00110107182143,20|0.000966833308338,10|0.000895887938665,3|0.000837089135164,22|0.000796707586259,24|0.000788570679895,6|0.00076006483176,11|0.000719812090048,7|0.000704647984882,19|0.000478356748018,13|0.000319899113353,15|5.56592647778e-05
TRACBWX128F92FD725,Zombie Girl,I Want It,Electronic,23|0.443316458749,11|0.315591814285,14|0.0821664344395,8|0.0684885336168,22|0.0482008989577,12|0.0196155150527,21|0.00318034330397,1|0.00232639888228,16|0.00195945200069,18|0.00168717048039,9|0.00154796549729,5|0.00146049151519,4|0.00139706567316,17|0.00137826954839,20|0.00121023613657,10|0.00112143008349,3|0.00104782852656,24|0.000987095422568,6|0.000951413152191,7|0.000882044968361,19|0.000598784317452,13|0.000400434556501,2|0.00031240573923,0|0.000101843464453,15|6.96716310742e-05
TRANIPA128F93151A2,Dionne Warwick,Just One Of Those Things,RnB|Jazz,8|0.395957761033,1|0.182525029646,13|0.165660588577,14|0.108513293147,9|0.0766046459442,7|0.0308928685584,24|0.0159678925027,12|0.00370603730263,21|0.00303698655054,23|0.00262542646971,16|0.00187112798958,18|0.00161111979672,5|0.00139465858395,4|0.00133409171718,17|0.00131614284415,20|0.0011556836852,10|0.00107088064256,3|0.00100059674012,22|0.000952327512275,6|0.000908527373005,11|0.000860412112101,19|0.000571793591121,2|0.000298323777552,0|9.72527813009e-05,15|6.6531121424e-05
TRAJZYI128F424B412,45 Grave,Party Time,Rock,7|0.227704316079,20|0.186943026821,21|0.168926327675,23|0.168362194938,14|0.107550235732,3|0.0631578393162,8|0.0278604967168,13|0.0211195759227,12|0.00507993137674,1|0.00304509681967,16|0.00256478848106,18|0.00220839061745,9|0.00202618082766,5|0.00191168337551,4|0.00182866329185,17|0.00180406045172,10|0.00146787518113,22|0.00130537229269,24|0.00129204030954,6|0.00124533466122,11|0.00117938221563,19|0.000783767665395,2|0.000408917718377,0|0.00013330612049,15|9.11953938001e-05
TRAFUWI128F934C730,GWAR,Surf of Syn,Metal,23|0.646885304812,20|0.162484335225,10|0.0475559181971,8|0.0310588491891,21|0.0276005084162,1|0.0263544367069,5|0.0250909087236,12|0.00566310156365,14|0.00509804548714,16|0.00285922320211,18|0.00246191128016,9|0.00225878401939,4|0.00203859170124,17|0.00201116448381,3|0.00152898648903,22|0.00145522750676,24|0.00144036502752,6|0.00138829762535,11|0.00131477391605,7|0.00128707589568,19|0.000873743277668,13|0.000584312233457,2|0.000455860994688,0|0.000148609507374,15|0.00010166451846
TRAKRXN128F42670BE,Margaret Becker,Cave It In,Rock|Pop,13|0.247460115438,12|0.18509157294,14|0.162094752165,3|0.158605798722,1|0.137985161297,21|0.026981030266,23|0.0263662509392,9|0.024652533931,8|0.0079173034225,16|0.00279504951829,18|0.00240665504274,5|0.00208331008085,4|0.0019928366377,17|0.001966025009,20|0.00172633467384,10|0.00159965776836,22|0.00142256573001,24|0.0014080368309,6|0.00135713805278,11|0.00128526454249,7|0.00125818818887,19|0.000854132592919,2|0.000445629446722,0|0.000145274049152,15|9.93827145568e-05
TRBCHSH128F93304E1,Smut Peddlers,Playstation Generation,Punk|Rock,24|0.324143124001,23|0.205324320366,20|0.142810905155,8|0.108017566053,7|0.0616707050252,12|0.0453370638687,4|0.042151405796,21|0.0242586682845,16|0.0226928538075,14|0.00448077957503,1|0.00298364730696,18|0.00216382568722,9|0.0019852928586,5|0.00187310594469,17|0.00176765483238,10|0.00143825372081,3|0.00134385843513,22|0.00127903011179,6|0.00122020402905,11|0.00115558249209,19|0.000767951373181,13|0.000513564331216,2|0.000400665831484,0|0.000130616026667,15|8.93550869584e-05
TRAHCRI128F4255C6E,Asleep At The Wheel,Let Me Go Home Whiskey,Country,16|0.510518435361,21|0.151476733251,12|0.127201579124,9|0.0881190309855,13|0.0375578182126,8|0.0292069661514,3|0.025654624418,18|0.0137450778836,14|0.00275642832661,23|0.00216913919484,1|0.00183544176093,5|0.00115227321457,4|0.00110223259597,17|0.0010874031561,20|0.000954831074998,10|0.000884766418549,22|0.000786817287412,24|0.000778781392306,6|0.000750629414728,11|0.000710876369079,7|0.00069590051056,19|0.000472418444838,2|0.00024647645101,0|8.0350686702e-05,15|5.49683126998e-05
TRAYYCA128F422B2A1,Panzer AG,bereit,Electronic,15|0.896148263668,8|0.0143660761274,12|0.0100451556795,14|0.00904286458649,21|0.0082317041642,23|0.00711617705377,1|0.00602143402034,16|0.00507166291562,18|0.00436691480815,9|0.00400660960538,5|0.00378020010367,4|0.00361603456617,17|0.00356738442882,20|0.00313246240826,10|0.00290260509819,3|0.00271210168873,22|0.00258126870766,24|0.00255490578337,6|0.00246254912072,11|0.00233213346462,7|0.00228300297959,19|0.00154983751385,13|0.00103644748104,2|0.000808601895693,0|0.000263602130432
TRAHJCI128F92FFB38,Kool Moe Dee,Knowledge Is King,Rap|Rock,24|0.279746997675,23|0.261014561501,21|0.179240314666,8|0.141421930815,7|0.0532682285087,20|0.0437326970445,3|0.0147748899746,19|0.0146373898738,10|0.00516140160438,12|0.00118837863965,14|0.0010698039392,1|0.000712357657574,16|0.000599996263743,18|0.000516621986234,9|0.000473996563553,5|0.0004472114918,4|0.000427790108563,17|0.00042203461946,22|0.000305373524636,6|0.00029132856349,11|0.000275899914605,13|0.000122615526019,2|9.56605603217e-05,0|3.11850956984e-05,15|2.13338822888e-05
TRBFUSW128F92D0357,Barry Manilow,Say Goodbye,Pop|Rock,8|0.447046817936,14|0.265958814956,17|0.192540255108,16|0.037395158318,21|0.0263555677056,12|0.0149202498698,23|0.00209125683709,1|0.00176954071954,18|0.00128332114007,9|0.00117743693945,5|0.00111090115558,4|0.0010626572319,20|0.000920548122779,10|0.000852999118923,3|0.000797015188997,22|0.000758566824922,24|0.000750819456462,6|0.000723678268046,11|0.00068535254478,7|0.000670914390421,19|0.000455456387993,13|0.000304584591507,2|0.000237626780514,0|7.74657169675e-05,15|5.29946902579e-05
TRBFSKB128F145C5B1,VHS Or Beta,Forever,Rock|Pop,14|0.691253818207,8|0.04669447682,12|0.0326500628892,21|0.0267557484644,23|0.0231299181167,1|0.0195716428615,16|0.0164845741003,18|0.0141939107433,9|0.0130228002195,5|0.0122868948035,4|0.0117533027622,17|0.0115951737999,20|0.0101815340539,10|0.00943442212565,3|0.00881522332994,22|0.00838997307038,24|0.00830428488761,6|0.00800409532957,11|0.00758020151357,7|0.00742051126313,19|0.00503748213665,13|0.00336879551865,2|0.00262822235802,0|0.000856793703445,15|0.000586136922325
TRAXUQL128F932D6C4,Kelly Sweet,Ready For Love,Pop,14|0.437968660029,8|0.23843316603,3|0.145906698459,1|0.0798157208641,9|0.0457641142955,7|0.0229587460777,10|0.01196224051,12|0.00275422689301,21|0.00225700643252,23|0.00195114608894,16|0.00139057181791,18|0.0011973407469,5|0.00103647261612,4|0.000991460955504,17|0.000978121837531,20|0.000858872921577,22|0.000707744102682,24|0.000700515795092,6|0.000675193021395,11|0.000639435058178,19|0.000424941563539,13|0.000284177927804,2|0.000221706179367,0|7.22756420958e-05,15|4.94441336891e-05
TRATQUI128F9347C68,The Sterns,Supreme Girl,Rock,11|0.693065708044,23|0.0675954670111,8|0.0568582373466,19|0.0527474940487,24|0.0400072666914,12|0.016284530441,14|0.0159630506748,21|0.0157028750983,16|0.0146893079531,4|0.0142224225695,1|0.00193134431161,18|0.00140066569617,9|0.00128509963641,5|0.00121247994121,17|0.00114422039678,20|0.00100472137254,10|0.000930995810353,3|0.000869892811473,22|0.000827928798762,6|0.00078985009556,7|0.000732261584721,13|0.000332435253801,2|0.000259354942084,0|8.45490415439e-05,15|5.78404285615e-05
TRATESL128F92F12DF,Ray Price,Make The World Go Away,Country,8|0.444334643131,6|0.276905493586,14|0.234695708788,12|0.00566310156365,21|0.00464074208614,23|0.00401184756972,1|0.00339467037684,16|0.00285922320211,18|0.00246191128016,9|0.00225878401939,5|0.0021311423935,4|0.00203859170124,17|0.00201116448381,20|0.00176597091456,10|0.00163638553693,3|0.00152898648903,22|0.00145522750676,24|0.00144036502752,11|0.00131477391605,7|0.00128707589568,19|0.000873743277668,13|0.000584312233457,2|0.000455860994688,0|0.000148609507374,15|0.00010166451846
TRAGNBQ128F149CB93,Fall Out Boy,The Carpal Tunnel Of Love,Rock,17|0.389330240467,1|0.138746265548,7|0.0920119749658,20|0.0808287399833,8|0.0725577179043,14|0.0596433711196,24|0.0464023735637,12|0.0370815334521,18|0.0354890834679,19|0.0232775764415,23|0.0134171799627,21|0.00230856306788,16|0.00142233654978,9|0.00112364472506,5|0.00106014868543,4|0.00101410882669,10|0.000814029124062,3|0.000760602867893,22|0.00072391105024,6|0.000690616406947,11|0.000654041627153,13|0.000290669383739,2|0.000226770597652,0|7.39266293821e-05,15|5.05735824734e-05
TRAPOYU128F42644C3,Helmet,Tic,Rock,8|0.266781759346,21|0.263242149969,12|0.193790619546,23|0.074604037836,1|0.0739723574081,5|0.0491798325164,14|0.0287171508914,24|0.0249735174835,16|0.00292641295986,18|0.00251976448392,9|0.00231186387371,4|0.00208649718915,17|0.00205842545117,20|0.00180747000349,10|0.00167483945957,3|0.00156491660869,22|0.00148942434161,6|0.00142092165451,11|0.00134567018915,7|0.00131732128456,19|0.000894275637336,13|0.000598043164775,2|0.000466573411185,0|0.000152101727496,15|0.000104053563975
TRAUVSF128F14A0B6F,ATB,Collides With Beauty,Electronic,12|0.423925553442,14|0.255598742138,10|0.118736246321,6|0.101763453714,21|0.0201853088312,1|0.0192740088689,20|0.0180828785773,3|0.017909562791,8|0.00592316946825,23|0.00293401777088,16|0.00209105942839,18|0.00180049000387,9|0.00165193525883,5|0.00155858604948,4|0.00149090018378,17|0.00147084160928,22|0.00106426360705,24|0.00105339410679,11|0.000961544517171,7|0.000941287894113,19|0.000639001921013,13|0.000427329913938,2|0.000333388603685,0|0.000108683824093,15|7.43511558319e-05
TRAUOUZ128E078F8BB,Eazy-E,I'mma Break It Down,Rap,24|0.391861082921,4|0.120533820606,20|0.115251386044,21|0.0898027947106,8|0.0801482350454,23|0.0478962185641,11|0.031621631592,7|0.0316153337897,12|0.0273898793206,19|0.0263009050532,3|0.0212294423908,14|0.00637960938505,5|0.00570501355612,1|0.000771858872541,16|0.000650112250128,18|0.000559773955659,9|0.000513588152303,17|0.000457285974378,10|0.000372071086547,22|0.000330880509142,6|0.000315662412222,13|0.000132857253183,2|0.000103650815642,0|3.37898983045e-05,15|2.31158409758e-05
TRATTAF128F147CA09,Yahir,No Te Apartes De Mi,Latin,2|0.964578087731,8|0.00492982756727,12|0.00344707106849,14|0.00310312730702,21|0.00282477147931,23|0.0024419699229,1|0.00206630057955,16|0.00174037944889,18|0.00149853981103,9|0.00137489835838,5|0.00129720422721,4|0.00124086958265,17|0.00122417492044,20|0.00107492814299,10|0.000996050870333,3|0.000930678186012,22|0.000885781860036,24|0.00087673522338,6|0.000845042336782,11|0.000800289219025,7|0.000783429721876,19|0.000531838452813,13|0.00035566478409,0|9.04570627269e-05,15|6.18821358468e-05
TRBHPGG128F428C972,The Mad Capsule Markets,Loud Up!!,Rock|Punk,4|0.845078148713,5|0.0457826349652,16|0.0314491774756,9|0.0310620557033,10|0.0158579023103,8|0.00522173002819,12|0.00365117730022,14|0.0032868681144,21|0.00299203042196,23|0.00258656261307,1|0.00218864932623,18|0.00158727059373,17|0.00129666014776,20|0.00113857624548,3|0.000985785032876,22|0.000938230328314,24|0.000928648026776,6|0.000895078556978,11|0.000847675540208,7|0.000829817767025,19|0.000563329402764,13|0.000376724227715,2|0.000293907728328,0|9.58131606546e-05,15|6.55462696312e-05
TRACSBL128F42480E8,The Presets,Yippiyo-Ay,Electronic,5|0.492529983361,11|0.183263630963,9|0.101532187034,8|0.0905225370854,21|0.0517306512567,24|0.0445445353095,10|0.0130634735851,12|0.00786261926666,14|0.00770739999198,23|0.00110204295788,1|0.000932506162833,16|0.000785420368081,18|0.000676279928904,4|0.000559995261359,17|0.000552461083827,20|0.000485107117454,3|0.000420008179186,22|0.000399746799465,6|0.000381361354055,7|0.000353556036825,19|0.00024001475864,13|0.000160508885468,2|0.000125223700611,0|4.08226031097e-05,15|2.79269500369e-05
TRADQJL128F92D9957,The Presets,If I Know You,Electronic,8|0.679379311489,11|0.0778070303779,14|0.060084743383,5|0.0491801243098,16|0.0301728403522,6|0.0295541768888,19|0.0196810026368,13|0.0195592694812,12|0.0120386257897,9|0.0106067879621,21|0.00195187140468,23|0.00168736172059,1|0.00142778028036,18|0.00103546677221,4|0.00085742081193,17|0.000845885070357,20|0.000742757961043,10|0.000688255041387,3|0.000643083573852,22|0.000612060938751,24|0.000605809859141,7|0.000541337266714,2|0.000191732706434,0|6.25043673021e-05,15|4.27595549956e-05
TRAWOCY128F145B051,Jay & The Americans,Some Enchanted Evening,Pop|Rock,12|0.597878978399,8|0.181305653485,10|0.149706674297,14|0.0301333777531,21|0.00498403921329,23|0.00430862246471,1|0.00364578982419,16|0.00307073314879,18|0.00264403022883,9|0.00242587670636,5|0.00228879283985,4|0.00218939574539,17|0.00215993961,20|0.00189660793993,3|0.00164209268184,22|0.00156287740696,24|0.00154691548148,6|0.00149099641307,11|0.00141203381541,7|0.00138228684454,19|0.000938378103634,13|0.000627536508235,2|0.000489583138034,0|0.000159602839044,15|0.000109185112467
TRAPHZT128F147A02B,AFI,Affliction,Rock|Punk,16|0.401416202602,23|0.18158408992,14|0.168453382654,22|0.0697873337572,13|0.0554817710717,3|0.0422661071246,10|0.0285478267117,8|0.0186446330579,12|0.0171823130243,21|0.00278583835433,1|0.00203782127094,18|0.00147788580833,9|0.00135594847517,5|0.00127932518295,4|0.00122376698483,17|0.001207302421,20|0.00106011267489,24|0.000864651399155,6|0.000833395327755,11|0.000789259031126,7|0.000772631904245,19|0.00052450825527,2|0.000273653441556,0|8.92103154573e-05,15|6.10292297102e-05
TRAOREE128F934DB89,Kool Keith,Don't Crush It,Rap,21|0.246815247435,20|0.172007192856,1|0.149140288995,9|0.0978795848255,8|0.0944204635036,11|0.0837712431152,7|0.0466520541429,4|0.0375255056531,23|0.0332850182752,18|0.0190542444746,5|0.0143482110064,12|0.00114427363923,14|0.00103009967188,16|0.000577728246985,17|0.000406371398627,10|0.000330644402628,3|0.000308943591154,22|0.000294040016122,24|0.000291036936799,6|0.000280516313939,19|0.000176546612992,13|0.000118064823368,2|9.21102532798e-05,0|3.00277047686e-05,15|2.05421052778e-05
TRAKKOH128F42AF40E,Jennifer Lopez,Por Arriesgarnos,Pop|Latin,2|0.958686012838,19|0.0121332719136,8|0.00412311808865,12|0.00288299760618,14|0.00259533627827,21|0.00236253017448,23|0.00204236968204,1|0.00172817429817,16|0.00145558640519,18|0.00125332103752,9|0.00114991208397,5|0.00108493170215,4|0.00103781557307,17|0.00102385279997,20|0.000899028537994,10|0.000833058622161,3|0.000778383424388,22|0.000740833864851,24|0.000733267606046,6|0.000706760895166,11|0.000669331109474,7|0.000655230474773,13|0.000297464340236,0|7.56548066815e-05,15|5.17558373376e-05
TRAOCOE128F4276D18,The Clash,Life Is Wild,Punk,10|0.278530097252,4|0.224901738014,1|0.126824640096,23|0.118101373703,16|0.108687119781,8|0.0748760007676,24|0.036419293882,22|0.0095323999338,19|0.00930536976275,12|0.00221105724339,14|0.00199044115222,21|0.00181189517598,18|0.000961209455175,9|0.000881902030398,5|0.000832066628667,17|0.000785223388562,20|0.000689491922118,3|0.000596965569774,6|0.000542036106188,11|0.000513330082084,7|0.000502515882854,13|0.000228134315034,2|0.000177982814357,0|5.80219379829e-05,15|3.96931023418e-05
TRAPVXU128F149E7CD,Faces,Stay With Me,Rock,18|0.637537444075,12|0.111846400125,16|0.0807973379178,1|0.0710844023848,14|0.0320427645019,23|0.0216274248456,11|0.0204592064331,4|0.0108278623002,8|0.00350806056324,21|0.00201010467233,9|0.000978376351642,5|0.000923089282503,17|0.000871121697927,20|0.000764917834404,10|0.000708788842919,3|0.000662269703527,22|0.000630321521072,24|0.000623883943114,6|0.000601331315442,7|0.000557487837836,19|0.000378455732349,13|0.000253090718848,2|0.000197452971604,0|6.43691589794e-05,15|4.40352684492e-05
TRBAFBU128F427EFCE,Free,Woman,Rock,14|0.272442666689,11|0.142546135953,21|0.116252411337,1|0.115483190288,17|0.114629128802,8|0.0900404025584,23|0.0733438329997,5|0.0438359412493,16|0.0159384970181,12|0.00349592795926,18|0.00151977929069,9|0.00139438541205,4|0.00125845698612,20|0.0010901635837,10|0.00101016834793,3|0.000943869107108,22|0.000898336445283,24|0.000889161586572,6|0.000857019502418,7|0.000794533624171,19|0.000539376438738,13|0.000360705781261,2|0.00028141066851,0|9.17391514176e-05,15|6.27592192291e-05
TRAFCVI128C7196BE6,Steel Pulse,We Can Do It,Reggae,23|0.349839709223,5|0.216440128794,20|0.125063121793,8|0.0775811351899,12|0.0684060460584,10|0.0586562491781,24|0.0419954161551,14|0.0350218723596,13|0.0168011167914,21|0.00167662802863,1|0.00122644167595,16|0.0010329929291,18|0.000889450303357,9|0.000816063579323,4|0.000736511515139,17|0.000726602487522,3|0.000552399067935,22|0.000525751093377,6|0.000501570366879,11|0.000475007392795,7|0.000465000528283,19|0.000315669873907,2|0.000164695496252,0|5.36903065845e-05,15|3.67298113112e-05
TRAMESI128F93509F7,Britt Nicole,Set The World On Fire,Pop,14|0.266761224622,18|0.265317994535,23|0.228456532123,6|0.113890128248,4|0.0765361299452,1|0.0144285203231,9|0.0138066455482,8|0.00443408382921,12|0.00310043340753,21|0.00254071230012,16|0.00156536679341,5|0.001166757297,17|0.00110107182143,20|0.000966833308338,10|0.000895887938665,3|0.000837089135164,22|0.000796707586259,24|0.000788570679895,11|0.000719812090048,7|0.000704647984882,19|0.000478356748018,13|0.000319899113353,2|0.000249574661735,0|8.13606954e-05,15|5.56592647778e-05
TRAMLZC128F92F3EB9,Andrew W.K.,Long Live The Party,Rock,20|0.532139032135,8|0.22853576609,19|0.182211663503,14|0.0310538696224,12|0.00344707106849,21|0.00282477147931,23|0.0024419699229,1|0.00206630057955,16|0.00174037944889,18|0.00149853981103,9|0.00137489835838,5|0.00129720422721,4|0.00124086958265,17|0.00122417492044,10|0.000996050870333,3|0.000930678186012,22|0.000885781860036,24|0.00087673522338,6|0.000845042336782,11|0.000800289219025,7|0.000783429721876,13|0.00035566478409,2|0.00027747784997,0|9.04570627269e-05,15|6.18821358468e-05
TRAOKXG128F4232497,Blue Rodeo,Up On That Cloud,Rock|Country,1|0.345315247735,8|0.158935181782,18|0.135235496913,6|0.0772620876402,12|0.0617769429761,14|0.0613086532945,10|0.0584398059304,16|0.0404253471441,9|0.0208998494186,3|0.0202950304152,21|0.00384601055361,23|0.00332481482622,5|0.00176618221494,4|0.00168948091748,17|0.00166675063733,20|0.00146354670195,22|0.00120601840073,24|0.00119370113531,11|0.00108961762212,7|0.0010666629143,19|0.000724113903484,13|0.000484248203147,2|0.000377794362197,0|0.000123159986726,15|8.4254372182e-05
